_id,Date,Time,CAN ID,DLC,Message
24,2023-01-24,14:37:20.115808,18FECA97,8,00 FF 00 00 00 00 FF FF 
25,2023-01-24,14:37:21.104003,18FECA96,8,00 FF 00 00 00 00 FF FF 
26,2023-01-24,14:37:21.112181,18FECA97,8,00 FF 00 00 00 00 FF FF 
27,2023-01-24,14:37:22.098311,18FECA96,8,00 FF 00 00 00 00 FF FF 
28,2023-01-24,14:37:22.103505,18FECA97,8,00 FF 00 00 00 00 FF FF 
29,2023-01-24,14:37:23.095816,18FECA96,8,00 FF 00 00 00 00 FF FF 
30,2023-01-24,14:37:23.104564,18FECA97,8,00 FF 00 00 00 00 FF FF 
31,2023-01-24,14:37:24.093729,18FECA96,8,00 FF 00 00 00 00 FF FF 
32,2023-01-24,14:37:24.102760,18FECA97,8,00 FF 00 00 00 00 FF FF 
33,2023-01-24,14:37:25.090295,18FECA96,8,00 FF 00 00 00 00 FF FF 
34,2023-01-24,14:37:25.097937,18FECA97,8,00 FF 00 00 00 00 FF FF 
35,2023-01-24,14:37:26.086698,18FECA96,8,00 FF 00 00 00 00 FF FF 
36,2023-01-24,14:37:26.095368,18FECA97,8,00 FF 00 00 00 00 FF FF 
37,2023-01-24,14:37:26.247426,18EAFFFE,3,00 EE 00 
38,2023-01-24,14:37:26.254899,18EEFF96,8,88 06 20 5A 04 81 0C A0 
39,2023-01-24,14:37:26.261246,18EEFF97,8,88 06 20 5A 0C 81 0C A0 
40,2023-01-24,14:37:27.244224,18FECA96,8,00 FF 00 00 00 00 FF FF 
41,2023-01-24,14:37:27.251206,18FECA97,8,00 FF 00 00 00 00 FF FF 
42,2023-01-24,14:37:27.528613,18EEFF80,8,C8 09 AE 46 00 80 0C A0 
43,2023-01-24,14:37:28.523093,18FECA96,8,00 FF 00 00 00 00 FF FF 
44,2023-01-24,14:37:28.531912,18FECA97,8,00 FF 00 00 00 00 FF FF 
45,2023-01-24,14:37:29.519605,18FECA96,8,00 FF 00 00 00 00 FF FF 
46,2023-01-24,14:37:29.528001,18FECA97,8,00 FF 00 00 00 00 FF FF 
47,2023-01-24,14:37:30.515952,18FECA96,8,00 FF 00 00 00 00 FF FF 
48,2023-01-24,14:37:30.524867,18FECA97,8,00 FF 00 00 00 00 FF FF 
49,2023-01-24,14:37:31.512530,18FECA96,8,00 FF 00 00 00 00 FF FF 
50,2023-01-24,14:37:31.520778,18FECA97,8,00 FF 00 00 00 00 FF FF 
51,2023-01-24,14:37:32.508070,18FECA96,8,00 FF 00 00 00 00 FF FF 
52,2023-01-24,14:37:32.514652,18FECA97,8,00 FF 00 00 00 00 FF FF 
53,2023-01-24,14:37:33.503224,18FECA96,8,00 FF 00 00 00 00 FF FF 
54,2023-01-24,14:37:33.508411,18FECA97,8,00 FF 00 00 00 00 FF FF 
55,2023-01-24,14:37:34.501107,18FECA96,8,00 FF 00 00 00 00 FF FF 
56,2023-01-24,14:37:34.511757,18FECA97,8,00 FF 00 00 00 00 FF FF 
57,2023-01-24,14:37:35.496518,18FECA96,8,00 FF 00 00 00 00 FF FF 
58,2023-01-24,14:37:35.500518,18FECA97,8,00 FF 00 00 00 00 FF FF 
59,2023-01-24,14:37:36.492924,18FECA96,8,00 FF 00 00 00 00 FF FF 
60,2023-01-24,14:37:36.498973,18FECA97,8,00 FF 00 00 00 00 FF FF 
61,2023-01-24,14:37:37.489125,18FECA96,8,00 FF 00 00 00 00 FF FF 
62,2023-01-24,14:37:37.522988,18FECA97,8,00 FF 00 00 00 00 FF FF 
63,2023-01-24,14:37:38.485877,18FECA96,8,00 FF 00 00 00 00 FF FF 
64,2023-01-24,14:37:38.492935,18FECA97,8,00 FF 00 00 00 00 FF FF 
65,2023-01-24,14:37:39.482660,18FECA96,8,00 FF 00 00 00 00 FF FF 
66,2023-01-24,14:37:39.489575,18FECA97,8,00 FF 00 00 00 00 FF FF 
67,2023-01-24,14:37:40.479357,18FECA96,8,00 FF 00 00 00 00 FF FF 
68,2023-01-24,14:37:40.487013,18FECA97,8,00 FF 00 00 00 00 FF FF 
69,2023-01-24,14:37:41.475585,18FECA96,8,00 FF 00 00 00 00 FF FF 
70,2023-01-24,14:37:41.482955,18FECA97,8,00 FF 00 00 00 00 FF FF 
71,2023-01-24,14:37:42.472317,18FECA96,8,00 FF 00 00 00 00 FF FF 
72,2023-01-24,14:37:42.480295,18FECA97,8,00 FF 00 00 00 00 FF FF 
73,2023-01-24,14:37:43.469230,18FECA96,8,00 FF 00 00 00 00 FF FF 
74,2023-01-24,14:37:43.480527,18FECA97,8,00 FF 00 00 00 00 FF FF 
75,2023-01-24,14:37:44.464442,18FECA96,8,00 FF 00 00 00 00 FF FF 
76,2023-01-24,14:37:44.469389,18FECA97,8,00 FF 00 00 00 00 FF FF 
77,2023-01-24,14:37:45.461017,18FECA96,8,00 FF 00 00 00 00 FF FF 
78,2023-01-24,14:37:45.466117,18FECA97,8,00 FF 00 00 00 00 FF FF 
79,2023-01-24,14:37:46.457444,18FECA96,8,00 FF 00 00 00 00 FF FF 
80,2023-01-24,14:37:46.462487,18FECA97,8,00 FF 00 00 00 00 FF FF 
81,2023-01-24,14:37:47.454342,18FECA96,8,00 FF 00 00 00 00 FF FF 
82,2023-01-24,14:37:47.460217,18FECA97,8,00 FF 00 00 00 00 FF FF 
83,2023-01-24,14:37:48.450804,18FECA96,8,00 FF 00 00 00 00 FF FF 
84,2023-01-24,14:37:48.456399,18FECA97,8,00 FF 00 00 00 00 FF FF 
85,2023-01-24,14:37:49.446745,18FECA96,8,00 FF 00 00 00 00 FF FF 
86,2023-01-24,14:37:49.452455,18FECA97,8,00 FF 00 00 00 00 FF FF 
87,2023-01-24,14:37:50.443126,18FECA96,8,00 FF 00 00 00 00 FF FF 
88,2023-01-24,14:37:50.449304,18FECA97,8,00 FF 00 00 00 00 FF FF 
89,2023-01-24,14:37:51.440010,18FECA96,8,00 FF 00 00 00 00 FF FF 
90,2023-01-24,14:37:51.448460,18FECA97,8,00 FF 00 00 00 00 FF FF 
91,2023-01-24,14:37:52.440615,18FECA96,8,00 FF 00 00 00 00 FF FF 
92,2023-01-24,14:37:52.444710,18FECA97,8,00 FF 00 00 00 00 FF FF 
93,2023-01-24,14:37:53.433863,18FECA96,8,00 FF 00 00 00 00 FF FF 
94,2023-01-24,14:37:53.441098,18FECA97,8,00 FF 00 00 00 00 FF FF 
95,2023-01-24,14:37:54.429127,18FECA96,8,00 FF 00 00 00 00 FF FF 
96,2023-01-24,14:37:54.434385,18FECA97,8,00 FF 00 00 00 00 FF FF 
97,2023-01-24,14:37:55.425998,18FECA96,8,00 FF 00 00 00 00 FF FF 
98,2023-01-24,14:37:55.431856,18FECA97,8,00 FF 00 00 00 00 FF FF 
99,2023-01-24,14:37:56.422729,18FECA96,8,00 FF 00 00 00 00 FF FF 
100,2023-01-24,14:37:56.428716,18FECA97,8,00 FF 00 00 00 00 FF FF 
101,2023-01-24,14:37:57.418841,18FECA96,8,00 FF 00 00 00 00 FF FF 
102,2023-01-24,14:37:57.424665,18FECA97,8,00 FF 00 00 00 00 FF FF 
103,2023-01-24,14:37:58.415268,18FECA96,8,00 FF 00 00 00 00 FF FF 
104,2023-01-24,14:37:58.421054,18FECA97,8,00 FF 00 00 00 00 FF FF 
105,2023-01-24,14:37:59.411938,18FECA96,8,00 FF 00 00 00 00 FF FF 
106,2023-01-24,14:37:59.417855,18FECA97,8,00 FF 00 00 00 00 FF FF 
107,2023-01-24,14:38:00.408789,18FECA96,8,00 FF 00 00 00 00 FF FF 
108,2023-01-24,14:38:00.415713,18FECA97,8,00 FF 00 00 00 00 FF FF 
109,2023-01-24,14:38:00.570127,18EAFFFE,3,00 EE 00 
110,2023-01-24,14:38:00.577824,18EEFF96,8,88 06 20 5A 04 81 0C A0 
111,2023-01-24,14:38:00.581178,18EEFF97,8,88 06 20 5A 0C 81 0C A0 
112,2023-01-24,14:38:01.563644,18FECA96,8,00 FF 00 00 00 00 FF FF 
113,2023-01-24,14:38:01.568737,18FECA97,8,00 FF 00 00 00 00 FF FF 
114,2023-01-24,14:38:01.850942,18EEFF80,8,C8 09 AE 46 00 80 0C A0 
115,2023-01-24,14:38:02.844349,18FECA96,8,00 FF 00 00 00 00 FF FF 
116,2023-01-24,14:38:02.850001,18FECA97,8,00 FF 00 00 00 00 FF FF 
117,2023-01-24,14:38:03.840226,18FECA96,8,00 FF 00 00 00 00 FF FF 
118,2023-01-24,14:38:03.846034,18FECA97,8,00 FF 00 00 00 00 FF FF 
119,2023-01-24,14:38:04.837556,18FECA96,8,00 FF 00 00 00 00 FF FF 
120,2023-01-24,14:38:04.845479,18FECA97,8,00 FF 00 00 00 00 FF FF 
121,2023-01-24,14:38:05.834030,18FECA96,8,00 FF 00 00 00 00 FF FF 
122,2023-01-24,14:38:05.841374,18FECA97,8,00 FF 00 00 00 00 FF FF 
123,2023-01-24,14:38:06.830530,18FECA96,8,00 FF 00 00 00 00 FF FF 
124,2023-01-24,14:38:06.837940,18FECA97,8,00 FF 00 00 00 00 FF FF 
125,2023-01-24,14:38:07.826603,18FECA96,8,00 FF 00 00 00 00 FF FF 
126,2023-01-24,14:38:07.833413,18FECA97,8,00 FF 00 00 00 00 FF FF 
127,2023-01-24,14:38:08.822321,18FECA96,8,00 FF 00 00 00 00 FF FF 
128,2023-01-24,14:38:08.827285,18FECA97,8,00 FF 00 00 00 00 FF FF 
129,2023-01-24,14:38:09.818852,18FECA96,8,00 FF 00 00 00 00 FF FF 
130,2023-01-24,14:38:09.823863,18FECA97,8,00 FF 00 00 00 00 FF FF 
131,2023-01-24,14:38:10.816459,18FECA96,8,00 FF 00 00 00 00 FF FF 
132,2023-01-24,14:38:10.823816,18FECA97,8,00 FF 00 00 00 00 FF FF 
133,2023-01-24,14:38:11.813017,18FECA96,8,00 FF 00 00 00 00 FF FF 
134,2023-01-24,14:38:11.820565,18FECA97,8,00 FF 00 00 00 00 FF FF 
135,2023-01-24,14:38:12.814206,18FECA96,8,00 FF 00 00 00 00 FF FF 
136,2023-01-24,14:38:12.819953,18FECA97,8,00 FF 00 00 00 00 FF FF 
137,2023-01-24,14:38:13.806114,18FECA96,8,00 FF 00 00 00 00 FF FF 
138,2023-01-24,14:38:13.814097,18FECA97,8,00 FF 00 00 00 00 FF FF 
139,2023-01-24,14:38:14.802536,18FECA96,8,00 FF 00 00 00 00 FF FF 
140,2023-01-24,14:38:14.815143,18FECA97,8,00 FF 00 00 00 00 FF FF 
141,2023-01-24,14:38:15.800283,18FECA96,8,00 FF 00 00 00 00 FF FF 
142,2023-01-24,14:38:15.809836,18FECA97,8,00 FF 00 00 00 00 FF FF 
143,2023-01-24,14:38:16.795454,18FECA96,8,00 FF 00 00 00 00 FF FF 
144,2023-01-24,14:38:16.804989,18FECA97,8,00 FF 00 00 00 00 FF FF 
145,2023-01-24,14:38:17.792176,18FECA96,8,00 FF 00 00 00 00 FF FF 
146,2023-01-24,14:38:17.799925,18FECA97,8,00 FF 00 00 00 00 FF FF 
147,2023-01-24,14:38:18.787385,18FECA96,8,00 FF 00 00 00 00 FF FF 
148,2023-01-24,14:38:18.792545,18FECA97,8,00 FF 00 00 00 00 FF FF 
149,2023-01-24,14:38:19.786336,18FECA96,8,00 FF 00 00 00 00 FF FF 
150,2023-01-24,14:38:19.794177,18FECA97,8,00 FF 00 00 00 00 FF FF 
151,2023-01-24,14:38:20.780334,18FECA96,8,00 FF 00 00 00 00 FF FF 
152,2023-01-24,14:38:20.785460,18FECA97,8,00 FF 00 00 00 00 FF FF 
153,2023-01-24,14:38:21.777473,18FECA96,8,00 FF 00 00 00 00 FF FF 
154,2023-01-24,14:38:21.784438,18FECA97,8,00 FF 00 00 00 00 FF FF 
155,2023-01-24,14:38:22.774096,18FECA96,8,00 FF 00 00 00 00 FF FF 
156,2023-01-24,14:38:22.781599,18FECA97,8,00 FF 00 00 00 00 FF FF 
157,2023-01-24,14:38:23.770615,18FECA96,8,00 FF 00 00 00 00 FF FF 
158,2023-01-24,14:38:23.777758,18FECA97,8,00 FF 00 00 00 00 FF FF 
159,2023-01-24,14:38:24.766530,18FECA96,8,00 FF 00 00 00 00 FF FF 
160,2023-01-24,14:38:24.773619,18FECA97,8,00 FF 00 00 00 00 FF FF 
161,2023-01-24,14:38:25.763462,18FECA96,8,00 FF 00 00 00 00 FF FF 
162,2023-01-24,14:38:25.770692,18FECA97,8,00 FF 00 00 00 00 FF FF 
163,2023-01-24,14:38:26.759790,18FECA96,8,00 FF 00 00 00 00 FF FF 
164,2023-01-24,14:38:26.766984,18FECA97,8,00 FF 00 00 00 00 FF FF 
165,2023-01-24,14:38:27.756092,18FECA96,8,00 FF 00 00 00 00 FF FF 
166,2023-01-24,14:38:27.763398,18FECA97,8,00 FF 00 00 00 00 FF FF 
167,2023-01-24,14:38:28.752314,18FECA96,8,00 FF 00 00 00 00 FF FF 
168,2023-01-24,14:38:28.759510,18FECA97,8,00 FF 00 00 00 00 FF FF 
169,2023-01-24,14:38:29.748625,18FECA96,8,00 FF 00 00 00 00 FF FF 
170,2023-01-24,14:38:29.756412,18FECA97,8,00 FF 00 00 00 00 FF FF 
171,2023-01-24,14:38:30.744929,18FECA96,8,00 FF 00 00 00 00 FF FF 
172,2023-01-24,14:38:30.752343,18FECA97,8,00 FF 00 00 00 00 FF FF 
173,2023-01-24,14:38:31.741302,18FECA96,8,00 FF 00 00 00 00 FF FF 
174,2023-01-24,14:38:31.748450,18FECA97,8,00 FF 00 00 00 00 FF FF 
175,2023-01-24,14:38:32.737741,18FECA96,8,00 FF 00 00 00 00 FF FF 
176,2023-01-24,14:38:32.745286,18FECA97,8,00 FF 00 00 00 00 FF FF 
177,2023-01-24,14:38:33.734075,18FECA96,8,00 FF 00 00 00 00 FF FF 
178,2023-01-24,14:38:33.744058,18FECA97,8,00 FF 00 00 00 00 FF FF 
179,2023-01-24,14:38:34.730457,18FECA96,8,00 FF 00 00 00 00 FF FF 
180,2023-01-24,14:38:34.738817,18FECA97,8,00 FF 00 00 00 00 FF FF 
181,2023-01-24,14:38:34.895401,18EAFFFE,3,00 EE 00 
182,2023-01-24,14:38:34.901824,18EEFF96,8,88 06 20 5A 04 81 0C A0 
183,2023-01-24,14:38:34.905940,18EEFF97,8,88 06 20 5A 0C 81 0C A0 
184,2023-01-24,14:38:35.895031,18FECA96,8,00 FF 00 00 00 00 FF FF 
185,2023-01-24,14:38:35.902298,18FECA97,8,00 FF 00 00 00 00 FF FF 
186,2023-01-24,14:38:36.176646,18EEFF80,8,C8 09 AE 46 00 80 0C A0 
187,2023-01-24,14:38:37.172822,18FECA96,8,00 FF 00 00 00 00 FF FF 
188,2023-01-24,14:38:37.181147,18FECA97,8,00 FF 00 00 00 00 FF FF 
189,2023-01-24,14:38:38.169096,18FECA96,8,00 FF 00 00 00 00 FF FF 
190,2023-01-24,14:38:38.177752,18FECA97,8,00 FF 00 00 00 00 FF FF 
191,2023-01-24,14:38:39.165491,18FECA96,8,00 FF 00 00 00 00 FF FF 
192,2023-01-24,14:38:39.173983,18FECA97,8,00 FF 00 00 00 00 FF FF 
193,2023-01-24,14:38:40.161884,18FECA96,8,00 FF 00 00 00 00 FF FF 
194,2023-01-24,14:38:40.169856,18FECA97,8,00 FF 00 00 00 00 FF FF 
195,2023-01-24,14:38:41.160534,18FECA96,8,00 FF 00 00 00 00 FF FF 
196,2023-01-24,14:38:41.167376,18FECA97,8,00 FF 00 00 00 00 FF FF 
197,2023-01-24,14:38:42.153617,18FECA96,8,00 FF 00 00 00 00 FF FF 
198,2023-01-24,14:38:42.161902,18FECA97,8,00 FF 00 00 00 00 FF FF 
199,2023-01-24,14:38:43.150123,18FECA96,8,00 FF 00 00 00 00 FF FF 
200,2023-01-24,14:38:43.158991,18FECA97,8,00 FF 00 00 00 00 FF FF 
201,2023-01-24,14:38:44.148101,18FECA96,8,00 FF 00 00 00 00 FF FF 
202,2023-01-24,14:38:44.157114,18FECA97,8,00 FF 00 00 00 00 FF FF 
203,2023-01-24,14:38:45.144010,18FECA96,8,00 FF 00 00 00 00 FF FF 
204,2023-01-24,14:38:45.152600,18FECA97,8,00 FF 00 00 00 00 FF FF 
205,2023-01-24,14:38:46.140583,18FECA96,8,00 FF 00 00 00 00 FF FF 
206,2023-01-24,14:38:46.149695,18FECA97,8,00 FF 00 00 00 00 FF FF 
207,2023-01-24,14:38:47.136962,18FECA96,8,00 FF 00 00 00 00 FF FF 
208,2023-01-24,14:38:47.145508,18FECA97,8,00 FF 00 00 00 00 FF FF 
209,2023-01-24,14:38:48.132124,18FECA96,8,00 FF 00 00 00 00 FF FF 
210,2023-01-24,14:38:48.139583,18FECA97,8,00 FF 00 00 00 00 FF FF 
211,2023-01-24,14:38:49.129913,18FECA96,8,00 FF 00 00 00 00 FF FF 
212,2023-01-24,14:38:49.138425,18FECA97,8,00 FF 00 00 00 00 FF FF 
213,2023-01-24,14:38:50.126365,18FECA96,8,00 FF 00 00 00 00 FF FF 
214,2023-01-24,14:38:50.134611,18FECA97,8,00 FF 00 00 00 00 FF FF 
215,2023-01-24,14:38:51.122430,18FECA96,8,00 FF 00 00 00 00 FF FF 
216,2023-01-24,14:38:51.130598,18FECA97,8,00 FF 00 00 00 00 FF FF 
217,2023-01-24,14:38:52.119177,18FECA96,8,00 FF 00 00 00 00 FF FF 
218,2023-01-24,14:38:52.127301,18FECA97,8,00 FF 00 00 00 00 FF FF 
219,2023-01-24,14:38:53.114512,18FECA96,8,00 FF 00 00 00 00 FF FF 
220,2023-01-24,14:38:53.123800,18FECA97,8,00 FF 00 00 00 00 FF FF 
221,2023-01-24,14:38:54.111080,18FECA96,8,00 FF 00 00 00 00 FF FF 
222,2023-01-24,14:38:54.120366,18FECA97,8,00 FF 00 00 00 00 FF FF 
223,2023-01-24,14:38:55.108688,18FECA96,8,00 FF 00 00 00 00 FF FF 
224,2023-01-24,14:38:55.117235,18FECA97,8,00 FF 00 00 00 00 FF FF 
225,2023-01-24,14:38:56.105197,18FECA96,8,00 FF 00 00 00 00 FF FF 
226,2023-01-24,14:38:56.113685,18FECA97,8,00 FF 00 00 00 00 FF FF 
227,2023-01-24,14:38:57.101752,18FECA96,8,00 FF 00 00 00 00 FF FF 
228,2023-01-24,14:38:57.112679,18FECA97,8,00 FF 00 00 00 00 FF FF 
229,2023-01-24,14:38:58.098272,18FECA96,8,00 FF 00 00 00 00 FF FF 
230,2023-01-24,14:38:58.106901,18FECA97,8,00 FF 00 00 00 00 FF FF 
231,2023-01-24,14:38:59.094642,18FECA96,8,00 FF 00 00 00 00 FF FF 
232,2023-01-24,14:38:59.103596,18FECA97,8,00 FF 00 00 00 00 FF FF 
233,2023-01-24,14:39:00.091297,18FECA96,8,00 FF 00 00 00 00 FF FF 
234,2023-01-24,14:39:00.100263,18FECA97,8,00 FF 00 00 00 00 FF FF 
235,2023-01-24,14:39:01.087368,18FECA96,8,00 FF 00 00 00 00 FF FF 
236,2023-01-24,14:39:01.096347,18FECA97,8,00 FF 00 00 00 00 FF FF 
237,2023-01-24,14:39:02.084080,18FECA96,8,00 FF 00 00 00 00 FF FF 
238,2023-01-24,14:39:02.093177,18FECA97,8,00 FF 00 00 00 00 FF FF 
239,2023-01-24,14:39:03.080632,18FECA96,8,00 FF 00 00 00 00 FF FF 
240,2023-01-24,14:39:03.088883,18FECA97,8,00 FF 00 00 00 00 FF FF 
241,2023-01-24,14:39:04.076963,18FECA96,8,00 FF 00 00 00 00 FF FF 
242,2023-01-24,14:39:04.085511,18FECA97,8,00 FF 00 00 00 00 FF FF 
243,2023-01-24,14:39:05.073383,18FECA96,8,00 FF 00 00 00 00 FF FF 
244,2023-01-24,14:39:05.081964,18FECA97,8,00 FF 00 00 00 00 FF FF 
245,2023-01-24,14:39:06.069918,18FECA96,8,00 FF 00 00 00 00 FF FF 
246,2023-01-24,14:39:06.077173,18FECA97,8,00 FF 00 00 00 00 FF FF 
247,2023-01-24,14:39:07.066315,18FECA96,8,00 FF 00 00 00 00 FF FF 
248,2023-01-24,14:39:07.073749,18FECA97,8,00 FF 00 00 00 00 FF FF 
249,2023-01-24,14:39:08.062741,18FECA96,8,00 FF 00 00 00 00 FF FF 
250,2023-01-24,14:39:08.071086,18FECA97,8,00 FF 00 00 00 00 FF FF 
251,2023-01-24,14:39:09.059306,18FECA96,8,00 FF 00 00 00 00 FF FF 
252,2023-01-24,14:39:09.066796,18FECA97,8,00 FF 00 00 00 00 FF FF 
253,2023-01-24,14:39:09.219452,18EAFFFE,3,00 EE 00 
254,2023-01-24,14:39:09.227273,18EEFF96,8,88 06 20 5A 04 81 0C A0 
255,2023-01-24,14:39:09.231936,18EEFF97,8,88 06 20 5A 0C 81 0C A0 
256,2023-01-24,14:39:10.215267,18FECA96,8,00 FF 00 00 00 00 FF FF 
257,2023-01-24,14:39:10.223568,18FECA97,8,00 FF 00 00 00 00 FF FF 
258,2023-01-24,14:39:10.500965,18EEFF80,8,C8 09 AE 46 00 80 0C A0 
259,2023-01-24,14:39:11.495796,18FECA96,8,00 FF 00 00 00 00 FF FF 
260,2023-01-24,14:39:11.507059,18FECA97,8,00 FF 00 00 00 00 FF FF 
261,2023-01-24,14:39:12.492173,18FECA96,8,00 FF 00 00 00 00 FF FF 
262,2023-01-24,14:39:12.500583,18FECA97,8,00 FF 00 00 00 00 FF FF 
263,2023-01-24,14:39:13.488410,18FECA96,8,00 FF 00 00 00 00 FF FF 
264,2023-01-24,14:39:13.497930,18FECA97,8,00 FF 00 00 00 00 FF FF 
265,2023-01-24,14:39:14.484759,18FECA96,8,00 FF 00 00 00 00 FF FF 
266,2023-01-24,14:39:14.496386,18FECA97,8,00 FF 00 00 00 00 FF FF 
267,2023-01-24,14:39:15.481372,18FECA96,8,00 FF 00 00 00 00 FF FF 
268,2023-01-24,14:39:15.489994,18FECA97,8,00 FF 00 00 00 00 FF FF 
269,2023-01-24,14:39:16.477445,18FECA96,8,00 FF 00 00 00 00 FF FF 
270,2023-01-24,14:39:16.486723,18FECA97,8,00 FF 00 00 00 00 FF FF 
271,2023-01-24,14:39:17.473038,18FECA96,8,00 FF 00 00 00 00 FF FF 
272,2023-01-24,14:39:17.480273,18FECA97,8,00 FF 00 00 00 00 FF FF 
273,2023-01-24,14:39:18.469283,18FECA96,8,00 FF 00 00 00 00 FF FF 
274,2023-01-24,14:39:18.476556,18FECA97,8,00 FF 00 00 00 00 FF FF 
275,2023-01-24,14:39:19.465875,18FECA96,8,00 FF 00 00 00 00 FF FF 
276,2023-01-24,14:39:19.473449,18FECA97,8,00 FF 00 00 00 00 FF FF 
277,2023-01-24,14:39:20.462292,18FECA96,8,00 FF 00 00 00 00 FF FF 
278,2023-01-24,14:39:20.469855,18FECA97,8,00 FF 00 00 00 00 FF FF 
279,2023-01-24,14:39:21.460374,18FECA96,8,00 FF 00 00 00 00 FF FF 
280,2023-01-24,14:39:21.469326,18FECA97,8,00 FF 00 00 00 00 FF FF 
281,2023-01-24,14:39:22.456739,18FECA96,8,00 FF 00 00 00 00 FF FF 
282,2023-01-24,14:39:22.465084,18FECA97,8,00 FF 00 00 00 00 FF FF 
283,2023-01-24,14:39:23.453200,18FECA96,8,00 FF 00 00 00 00 FF FF 
284,2023-01-24,14:39:23.463938,18FECA97,8,00 FF 00 00 00 00 FF FF 
285,2023-01-24,14:39:24.449456,18FECA96,8,00 FF 00 00 00 00 FF FF 
286,2023-01-24,14:39:24.457241,18FECA97,8,00 FF 00 00 00 00 FF FF 
287,2023-01-24,14:39:25.445824,18FECA96,8,00 FF 00 00 00 00 FF FF 
288,2023-01-24,14:39:25.454983,18FECA97,8,00 FF 00 00 00 00 FF FF 
289,2023-01-24,14:39:26.442250,18FECA96,8,00 FF 00 00 00 00 FF FF 
290,2023-01-24,14:39:26.449800,18FECA97,8,00 FF 00 00 00 00 FF FF 
291,2023-01-24,14:39:27.437416,18FECA96,8,00 FF 00 00 00 00 FF FF 
292,2023-01-24,14:39:27.445648,18FECA97,8,00 FF 00 00 00 00 FF FF 
293,2023-01-24,14:39:28.435045,18FECA96,8,00 FF 00 00 00 00 FF FF 
294,2023-01-24,14:39:28.443429,18FECA97,8,00 FF 00 00 00 00 FF FF 
295,2023-01-24,14:39:29.431580,18FECA96,8,00 FF 00 00 00 00 FF FF 
296,2023-01-24,14:39:29.439319,18FECA97,8,00 FF 00 00 00 00 FF FF 
297,2023-01-24,14:39:30.427918,18FECA96,8,00 FF 00 00 00 00 FF FF 
298,2023-01-24,14:39:30.438324,18FECA97,8,00 FF 00 00 00 00 FF FF 
299,2023-01-24,14:39:31.424058,18FECA96,8,00 FF 00 00 00 00 FF FF 
300,2023-01-24,14:39:31.432479,18FECA97,8,00 FF 00 00 00 00 FF FF 
301,2023-01-24,14:39:32.420535,18FECA96,8,00 FF 00 00 00 00 FF FF 
302,2023-01-24,14:39:32.428772,18FECA97,8,00 FF 00 00 00 00 FF FF 
303,2023-01-24,14:39:33.417397,18FECA96,8,00 FF 00 00 00 00 FF FF 
304,2023-01-24,14:39:33.425654,18FECA97,8,00 FF 00 00 00 00 FF FF 
305,2023-01-24,14:39:34.413914,18FECA96,8,00 FF 00 00 00 00 FF FF 
306,2023-01-24,14:39:34.421689,18FECA97,8,00 FF 00 00 00 00 FF FF 
307,2023-01-24,14:39:35.410532,18FECA96,8,00 FF 00 00 00 00 FF FF 
308,2023-01-24,14:39:35.418692,18FECA97,8,00 FF 00 00 00 00 FF FF 
309,2023-01-24,14:39:36.406959,18FECA96,8,00 FF 00 00 00 00 FF FF 
310,2023-01-24,14:39:36.415445,18FECA97,8,00 FF 00 00 00 00 FF FF 
